species,birdID,date,time,longitude,latitude
PALO,Alpine 01,2017-08-31,22:50:41+00,-150.98662,70.32735
PALO,Alpine 01,2017-09-16,16:12:56+00,-151.02937,70.32829
PALO,Alpine 01,2017-09-07,19:09:43+00,-151.008,70.32951
PALO,Alpine 01,2017-09-16,19:29:58+00,-151.0597,70.33635
PALO,Alpine 01,2017-09-03,07:22:43+00,-151.04008,70.59547
PALO,Alpine 01,2017-08-25,06:31:07+00,-151.20083,70.66766
PALO,Alpine 01,2017-08-27,13:32:16+00,-151.5435,70.6457
PALO,Alpine 01,2017-09-21,04:43:40+00,-151.00005,70.67984
PALO,Alpine 01,2017-09-12,03:43:20+00,-151.11095,70.74931
PALO,Alpine 01,2017-09-09,22:35:37+00,-151.39662,70.8216
PALO,Alpine 01,2017-09-23,11:53:54+00,-160.4261,71.3578
PALO,Alpine 01,2017-09-28,00:08:27+00,-165.90327,70.90073
PALO,Alpine 01,2017-09-30,06:43:26+00,-166.7018,70.24856
PALO,Alpine 01,2017-10-04,18:39:13+00,-168.01718,70.27339
PALO,Alpine 01,2017-10-06,22:38:50+00,-169.65678,65.98813
PALO,Alpine 01,2017-10-09,06:22:56+00,-169.4663,66.04737
PALO,Y-K 08,2017-04-12,01:08:26+00,-112.24614,27.61589
PALO,Y-K 08,2017-04-07,10:40:41+00,-112.66963,28.75979
PALO,Y-K 08,2017-03-27,05:06:05+00,-112.90229,28.50175
PALO,Y-K 08,2017-03-15,18:20:39+00,-112.82794,28.24507
PALO,Y-K 08,2017-04-16,14:09:24+00,-112.9141,28.48165
PALO,Y-K 08,2017-04-02,23:02:43+00,-112.88097,28.46761
PALO,Y-K 08,2017-04-20,22:56:40+00,-115.76738,29.82732
PALO,Y-K 08,2017-04-23,05:48:12+00,-117.16434,32.51223
PALO,Y-K 08,2017-04-25,12:59:54+00,-118.94639,33.71562
PALO,Y-K 08,2017-04-30,04:21:20+00,-119.72436,33.50422
PALO,Y-K 08,2017-05-04,14:11:38+00,-123.30629,37.98228
PALO,Y-K 08,2017-05-09,05:16:11+00,-124.31701,43.62977
PALO,Y-K 08,2017-05-11,10:49:12+00,-124.14026,45.78752
PALO,Y-K 08,2017-05-13,17:51:57+00,-128.52186,51.06243
PALO,Y-K 08,2017-05-15,21:35:15+00,-136.07938,56.98844
PALO,Y-K 08,2017-05-18,05:43:57+00,-146.71506,60.26369
PALO,Y-K 08,2017-05-20,12:25:29+00,-146.9739,60.3537
PALO,Y-K 08,2017-05-22,17:09:03+00,-162.99738,59.33757
PALO,Y-K 08,2017-05-27,07:09:56+00,-165.05032,61.20556
PALO,Y-K 08,2017-06-28,03:58:38+00,-165.03878,61.21358
PALO,Y-K 08,2017-07-07,04:17:06+00,-165.03459,61.20029
PALO,Y-K 08,2017-07-04,20:31:09+00,-165.039,61.19315
PALO,Y-K 08,2017-06-18,23:32:37+00,-165.0566,61.20165
PALO,Y-K 08,2017-08-30,18:19:42+00,-165.09155,61.20911
PALO,Y-K 08,2017-08-21,15:41:39+00,-165.05513,61.20541
PALO,Y-K 08,2017-06-07,14:02:01+00,-165.05457,61.20133
PALO,Y-K 08,2017-07-27,15:46:50+00,-165.06927,61.20015
PALO,Y-K 08,2017-05-31,21:35:30+00,-165.87505,60.96359
PALO,Y-K 08,2017-07-09,12:56:00+00,-165.8796,60.84904
PALO,Y-K 08,2017-07-02,17:34:43+00,-165.7651,60.9201
PALO,Y-K 08,2017-06-03,00:56:23+00,-165.62416,60.95636
PALO,Y-K 08,2017-08-07,23:07:58+00,-165.91209,60.82503
PALO,Y-K 08,2017-09-06,13:22:57+00,-165.15604,59.70111
PALO,Y-K 08,2017-09-04,07:19:15+00,-165.05157,61.20427
PALO,Y-K 08,2017-09-08,19:29:26+00,-164.97984,58.11722
PALO,Y-K 08,2017-09-11,01:44:37+00,-165.28602,57.84378
PALO,Y-K 08,2017-09-15,14:59:40+00,-165.6839,57.54259
PALO,Y-K 08,2017-09-20,03:34:26+00,-165.95403,57.24047
PALO,Y-K 08,2017-09-24,16:36:29+00,-164.81432,56.88808
PALO,Y-K 08,2017-09-27,00:26:38+00,-161.8253,55.93814
PALO,Y-K 08,2017-09-29,07:41:46+00,-163.64576,54.59673
PALO,Y-K 08,2017-10-03,17:30:38+00,-165.98102,54.23216
PALO,Y-K 08,2017-10-08,09:40:49+00,-165.63292,54.19519
